Time(s),Temp(C),Power(W),Gov_Memory(KB)
228.45,41.1,4.442,0.0
229.46,41.1,4.258,0.0
230.46,41.2,4.264,0.0
231.46,41.2,4.369,0.0
232.61,41.2,4.245,0.0
233.61,41.2,4.24,0.0
234.69,41.2,4.533,0.0
235.69,41.2,4.388,0.0
236.69,41.2,4.466,0.0
237.69,41.2,4.518,0.0
238.87,41.2,4.63,0.0
239.93,41.3,4.483,0.0
240.98,41.3,4.493,0.0
241.98,41.3,4.53,0.0
242.98,41.3,4.476,0.0
244.54,41.3,4.404,0.0
245.54,41.3,4.535,0.0
246.54,41.3,4.535,0.0
247.54,41.3,4.439,0.0
248.98,41.3,4.341,0.0
249.99,41.3,4.472,0.0
250.99,41.4,4.372,0.0
251.99,41.4,4.579,0.0
254.14,41.4,4.243,0.0
255.83,41.4,4.521,0.0
256.83,41.4,4.595,0.0
257.83,41.4,4.7,0.0
258.83,41.4,4.535,0.0
259.93,41.5,4.427,0.0
261.12,41.5,4.381,0.0
262.12,41.5,4.46,0.0
263.12,41.5,4.439,0.0
264.2,41.5,4.388,0.0
265.2,41.5,4.271,0.0
266.78,41.5,4.369,0.0
267.85,41.5,4.363,0.0
268.85,41.5,4.351,0.0
269.85,41.7,4.294,0.0
271.41,41.7,4.237,0.0
272.41,41.7,4.381,0.0
273.41,41.7,4.222,0.0
274.94,41.7,4.278,0.0
275.94,41.7,4.381,0.0
277.65,41.7,4.271,0.0
278.65,41.7,4.294,0.0
279.65,41.7,4.127,0.0
280.65,41.8,4.315,0.0
281.65,41.8,4.328,0.0
283.18,41.8,4.129,0.0
285.44,41.8,4.05,0.0
286.51,41.8,4.276,0.0
287.92,41.8,4.292,0.0
288.92,41.8,4.291,0.0
289.92,41.8,4.506,0.0
290.92,41.9,4.424,0.0
291.92,41.9,4.492,0.0
293.19,41.9,4.257,0.0
294.19,41.9,4.63,0.0
295.19,41.9,4.479,0.0
296.19,41.9,4.626,0.0
297.19,41.9,4.471,0.0
298.19,41.9,4.401,0.0
299.36,42.0,4.564,0.0
