Time(s),Temp(C),Power(W),Freq0(MHz),Freq4(MHz),Freq7(MHz)
1206.36,39.1,0.579,1708.8,1401.6,1324.8
1208.36,39.1,0.66,1708.8,1401.6,1324.8
1210.36,39.1,0.66,1708.8,1401.6,1324.8
1212.36,39.1,0.599,1708.8,1401.6,1324.8
1214.36,39.1,0.461,1708.8,1401.6,1324.8
1216.36,39.1,0.62,1708.8,1401.6,1324.8
1218.36,39.1,0.56,1708.8,1401.6,1324.8
1220.36,39.1,0.381,1708.8,1401.6,1324.8
1222.36,39.1,1.873,1708.8,1401.6,1324.8
1224.36,39.1,0.306,1708.8,1401.6,1324.8
1226.36,39.1,0.401,1708.8,1401.6,1324.8
1228.36,39.1,0.421,1708.8,1401.6,1324.8
1230.36,39.1,0.579,2016.0,1401.6,1324.8
1232.37,39.1,0.893,1708.8,1401.6,1324.8
1234.37,39.1,0.5,1708.8,1401.6,1324.8
1236.37,39.1,0.798,1708.8,1401.6,1324.8
1238.37,39.1,0.54,1708.8,1401.6,1324.8
1240.37,39.1,0.481,1708.8,1401.6,1324.8
1242.37,39.1,0.48,2016.0,1401.6,1324.8
1244.37,39.1,0.5,1708.8,1401.6,1324.8
1246.37,39.1,0.441,1708.8,1401.6,1324.8
1248.37,39.1,0.44,1708.8,1401.6,1324.8
1250.37,39.1,0.718,2016.0,1401.6,1324.8
1252.37,39.1,0.599,1708.8,1401.6,1324.8
1254.37,39.1,0.52,1708.8,1401.6,1324.8
1256.37,39.1,0.342,1708.8,1401.6,1324.8
1258.37,39.2,0.5,1708.8,1401.6,1324.8
1260.37,39.2,0.639,2016.0,1401.6,1324.8
1262.37,39.2,0.401,2016.0,1401.6,1324.8
1264.37,39.2,0.187,2016.0,1401.6,1324.8
1266.37,39.2,0.266,1708.8,1401.6,1324.8
1268.37,39.2,0.421,1708.8,1401.6,1324.8
1270.38,39.2,0.266,2016.0,1401.6,1324.8
1272.38,39.2,0.361,1708.8,1401.6,1324.8
1274.38,39.2,0.246,1708.8,1401.6,1324.8
1276.38,39.2,0.246,2016.0,1401.6,1324.8
1278.38,39.2,0.326,2016.0,1401.6,1324.8
1280.38,39.2,0.519,2016.0,1401.6,1324.8
1282.38,39.2,0.246,1708.8,1401.6,1324.8
1284.38,39.2,0.579,1708.8,1401.6,1324.8
1286.38,39.2,0.381,2016.0,1401.6,1324.8
1288.38,39.2,0.619,1708.8,1401.6,1324.8
1290.38,39.2,0.42,1708.8,1401.6,1324.8
1292.38,39.2,0.306,2016.0,1401.6,1324.8
1294.39,39.2,0.167,1708.8,1401.6,1324.8
1296.39,39.2,0.127,1900.8,1401.6,1324.8
1298.39,39.2,0.246,1708.8,1401.6,1324.8
1300.39,39.2,0.341,2016.0,1401.6,1324.8
1302.39,39.2,0.441,1708.8,1401.6,1324.8
1304.39,39.2,0.401,1708.8,1401.6,1324.8
1306.39,39.2,0.068,1708.8,1401.6,1324.8
1308.39,39.2,0.067,1708.8,1401.6,1324.8
1310.39,39.2,1.034,1708.8,1401.6,1324.8
1312.39,39.2,0.072,1708.8,1401.6,1324.8
1314.39,39.2,0.091,1900.8,1401.6,1324.8
1316.39,39.2,0.973,1708.8,1401.6,1324.8
1318.39,39.2,0.107,1708.8,1401.6,1324.8
1320.39,39.2,1.251,1708.8,1401.6,1324.8
1322.39,39.2,1.053,1708.8,1401.6,1324.8
1324.39,39.2,1.052,2016.0,1401.6,1324.8
1326.39,39.2,0.068,1708.8,1401.6,1324.8
1328.39,39.2,0.42,1708.8,1401.6,1324.8
1330.39,39.2,0.266,1708.8,1401.6,1324.8
1332.39,39.2,0.127,2016.0,1401.6,1324.8
1334.4,39.2,0.147,2016.0,1401.6,1324.8
1336.4,39.2,0.131,1708.8,1401.6,1324.8
1338.4,39.2,0.028,1708.8,1401.6,1324.8
1340.4,39.2,0.032,1708.8,1401.6,1324.8
1342.4,39.2,0.048,1708.8,1401.6,1324.8
1344.4,39.2,0.087,1708.8,1401.6,1324.8
1346.4,39.2,1.307,2016.0,1401.6,1324.8
1348.4,39.2,0.111,1708.8,1401.6,1324.8
1350.4,39.2,0.068,2016.0,1401.6,1324.8
1352.4,39.2,0.087,1708.8,1401.6,1324.8
1354.4,39.2,1.585,1708.8,1401.6,1324.8
1356.4,39.2,0.032,1708.8,1401.6,1324.8
1358.4,39.2,0.072,1708.8,1401.6,1324.8
1360.4,39.2,0.147,1708.8,1401.6,1324.8
1362.4,39.2,0.187,1708.8,1401.6,1324.8
1364.4,39.2,0.226,1708.8,1401.6,1324.8
1366.4,39.2,0.107,1708.8,1401.6,1324.8
1368.41,39.2,0.266,1708.8,1401.6,1324.8
1370.41,39.2,0.266,1708.8,1401.6,1324.8
1372.41,39.2,0.186,1900.8,1401.6,1324.8
1374.41,39.2,0.032,1708.8,1401.6,1324.8
1376.41,39.2,0.286,2016.0,1401.6,1324.8
1378.41,39.2,0.306,2016.0,1401.6,1324.8
1380.41,39.2,0.247,1708.8,1401.6,1324.8
1382.41,39.2,0.247,1708.8,1401.6,1324.8
1384.41,39.2,0.247,1708.8,1401.6,1324.8
1386.41,39.2,0.092,1708.8,1401.6,1324.8
1388.41,39.2,0.147,1708.8,1401.6,1324.8
1390.41,39.2,0.147,1708.8,1401.6,1324.8
1392.41,39.2,0.032,1708.8,1401.6,1324.8
1394.41,39.2,0.0,1708.8,1401.6,1324.8
1396.41,39.2,0.127,2016.0,1401.6,1324.8
1398.41,39.2,1.607,1708.8,1401.6,1324.8
1400.41,39.2,0.092,1708.8,1401.6,1324.8
1402.42,39.2,0.366,1708.8,1401.6,1324.8
1404.42,39.2,0.366,1708.8,1401.6,1324.8
1406.42,39.2,0.346,1708.8,1401.6,1324.8
1408.42,39.2,0.346,1900.8,1401.6,1324.8
1410.42,39.2,0.267,1708.8,1401.6,1324.8
1412.42,39.2,0.286,1708.8,1401.6,1324.8
1414.42,39.2,0.287,1708.8,1401.6,1324.8
1416.42,39.2,0.227,1708.8,1401.6,1324.8
1418.42,39.2,0.247,1708.8,1401.6,1324.8
1420.42,39.2,1.508,1708.8,1401.6,1324.8
1422.42,39.2,0.072,1708.8,1401.6,1324.8
1424.42,39.2,0.226,2016.0,1401.6,1324.8
1426.42,39.2,0.107,1708.8,1401.6,1324.8
1428.42,39.2,0.167,1708.8,1401.6,1324.8
1430.42,39.2,0.167,2016.0,1401.6,1324.8
1432.42,39.2,0.147,1708.8,1401.6,1324.8
1434.42,39.2,0.441,2016.0,1401.6,1324.8
1436.42,39.2,0.54,2016.0,1401.6,1324.8
1438.43,39.2,0.246,1708.8,1401.6,1324.8
1440.43,39.2,1.666,2016.0,1401.6,1324.8
1442.43,39.2,0.226,2016.0,1401.6,1324.8
1444.43,39.2,0.207,1900.8,1401.6,1324.8
1446.43,39.2,0.206,2016.0,1401.6,1324.8
1448.43,39.2,0.167,2016.0,1401.6,1324.8
1450.43,39.2,1.603,2016.0,1401.6,1324.8
1452.43,39.2,0.167,1708.8,1401.6,1324.8
1454.43,39.2,0.226,2016.0,1401.6,1324.8
1456.43,39.2,1.465,1900.8,1401.6,1324.8
1458.43,39.3,1.232,1900.8,1401.6,1324.8
1460.43,39.3,1.405,1708.8,1401.6,1324.8
1462.43,39.3,1.287,2016.0,1401.6,1324.8
1464.43,39.3,1.446,1708.8,1401.6,1324.8
1466.43,39.3,1.544,1900.8,1401.6,1324.8
1468.44,39.3,1.365,2016.0,1401.6,1324.8
1470.44,39.3,1.266,2016.0,1401.6,1324.8
1472.44,39.3,1.305,2016.0,1401.6,1324.8
1474.44,39.3,1.366,1708.8,1401.6,1324.8
1476.44,39.3,1.072,1708.8,1401.6,1324.8
1478.44,39.3,0.953,1708.8,1401.6,1324.8
1480.44,39.3,0.933,1708.8,1401.6,1324.8
1482.44,39.3,1.032,1708.8,1401.6,1324.8
1484.44,39.3,1.013,2016.0,1401.6,1324.8
1486.44,39.3,1.092,1708.8,1401.6,1324.8
1488.44,39.3,1.052,1900.8,1401.6,1324.8
1490.44,39.3,1.23,1708.8,1401.6,1324.8
1492.44,39.3,1.013,1708.8,1401.6,1324.8
1494.44,39.3,1.053,1708.8,1401.6,1324.8
1496.44,39.3,0.834,1708.8,1401.6,1324.8
1498.44,39.3,1.132,1900.8,1401.6,1324.8
1500.44,39.3,0.934,1708.8,1401.6,1324.8
1502.44,39.3,1.052,1708.8,1401.6,1324.8
1504.45,39.3,1.111,2016.0,1401.6,1324.8
1506.45,39.3,1.091,1708.8,1401.6,1324.8
1508.45,39.4,1.21,1708.8,1401.6,1324.8
1510.45,39.4,1.266,1708.8,1401.6,1324.8
1512.45,39.4,1.091,1708.8,1401.6,1324.8
1514.45,39.4,1.092,2016.0,1401.6,1324.8
1516.45,39.4,1.209,1900.8,1401.6,1324.8
1518.45,39.4,0.993,2016.0,1401.6,1324.8
1520.45,39.4,0.894,1708.8,1401.6,1324.8
1522.45,39.4,1.15,1708.8,1401.6,1324.8
1524.45,39.4,1.19,1900.8,1401.6,1324.8
1526.45,39.4,0.951,1708.8,1401.6,1324.8
1528.45,39.4,0.893,1708.8,1401.6,1324.8
1530.45,39.4,0.758,2016.0,1401.6,1324.8
1532.45,39.4,1.131,1708.8,1401.6,1324.8
1534.45,39.4,1.211,1708.8,1401.6,1324.8
1536.46,39.4,1.051,1708.8,1401.6,1324.8
1538.46,39.4,0.953,2016.0,1401.6,1324.8
1540.46,39.4,0.992,1708.8,1401.6,1324.8
1542.46,39.4,0.853,2016.0,1401.6,1324.8
1544.46,39.4,0.814,1708.8,1401.6,1324.8
1546.46,39.4,0.797,1708.8,1401.6,1324.8
1548.46,39.4,0.679,1708.8,1401.6,1324.8
1550.46,39.4,0.619,1708.8,1401.6,1324.8
1552.46,39.4,0.758,1708.8,1401.6,1324.8
1554.46,39.4,0.58,1708.8,1401.6,1324.8
1556.46,39.4,1.013,1708.8,1401.6,1324.8
1558.46,39.4,0.913,2016.0,1401.6,1324.8
1560.46,39.4,0.738,1708.8,1401.6,1324.8
1562.46,39.4,0.739,2016.0,1401.6,1324.8
1564.46,39.4,0.699,1900.8,1401.6,1324.8
1566.46,39.4,0.6,2016.0,1401.6,1324.8
1568.46,39.4,0.757,2016.0,1401.6,1324.8
1570.46,39.4,0.814,2016.0,1401.6,1324.8
1572.47,39.4,0.932,2016.0,1401.6,1324.8
1574.47,39.4,0.832,1708.8,1401.6,1324.8
1576.47,39.4,0.797,2016.0,1401.6,1324.8
1578.47,39.4,0.913,1708.8,1401.6,1324.8
1580.47,39.4,0.798,1900.8,1401.6,1324.8
1582.47,39.4,0.758,1708.8,1401.6,1324.8
1584.47,39.4,0.739,1708.8,1401.6,1324.8
1586.47,39.4,0.718,1708.8,1401.6,1324.8
1588.47,39.4,0.759,2016.0,1401.6,1324.8
1590.47,39.4,0.758,1708.8,1401.6,1324.8
1592.47,39.4,0.932,1708.8,1401.6,1324.8
1594.47,39.4,1.229,2016.0,1401.6,1324.8
1596.48,39.4,1.362,1708.8,1401.6,1324.8
1598.48,39.4,0.717,1708.8,1401.6,1324.8
1600.48,39.4,0.738,2016.0,1401.6,1324.8
1602.48,39.4,0.778,1708.8,1401.6,1324.8
1604.48,39.4,0.658,1708.8,1401.6,1324.8
1606.48,39.4,0.559,1708.8,1401.6,1324.8
1608.48,39.4,0.618,1708.8,1401.6,1324.8
1610.48,39.4,0.579,1708.8,1401.6,1324.8
1612.48,39.4,0.501,2016.0,1401.6,1324.8
1614.48,39.4,0.341,2016.0,1401.6,1324.8
1616.48,39.4,0.48,1708.8,1401.6,1324.8
1618.48,39.4,0.519,1708.8,1401.6,1324.8
1620.48,39.4,0.401,1708.8,1401.6,1324.8
1622.48,39.4,0.5,1708.8,1401.6,1324.8
1624.48,39.4,0.798,1708.8,1401.6,1324.8
1626.48,39.4,0.678,1708.8,1401.6,1324.8
1628.49,39.4,0.5,2016.0,1401.6,1324.8
1630.49,39.4,0.52,1708.8,1401.6,1324.8
1632.49,39.4,0.341,2016.0,1401.6,1324.8
1634.49,39.4,0.325,1708.8,1401.6,1324.8
1636.49,39.4,0.305,1708.8,1401.6,1324.8
1638.49,39.4,0.46,1708.8,1401.6,1324.8
1640.49,39.4,0.54,1708.8,1401.6,1324.8
1642.49,39.4,0.38,1708.8,1401.6,1324.8
1644.49,39.4,0.56,2016.0,1401.6,1324.8
1646.49,39.4,0.539,1708.8,1401.6,1324.8
1648.49,39.4,0.325,2016.0,1401.6,1324.8
1650.49,39.4,0.147,1708.8,1401.6,1324.8
1652.49,39.4,0.305,1708.8,1401.6,1324.8
1654.49,39.4,0.42,2016.0,1401.6,1324.8
1656.49,39.4,0.4,2016.0,1401.6,1324.8
1658.49,39.4,0.519,2016.0,1401.6,1324.8
1660.5,39.4,2.888,2016.0,1401.6,1324.8
1662.5,39.4,1.149,2016.0,1401.6,1324.8
1664.5,39.4,0.832,1708.8,1401.6,1324.8
1666.5,39.4,0.305,1708.8,1401.6,1324.8
1668.5,39.4,0.539,1708.8,1401.6,1324.8
1670.5,39.4,0.697,1708.8,1401.6,1324.8
1672.5,39.4,0.226,1708.8,1401.6,1324.8
1674.5,39.4,0.286,1708.8,1401.6,1324.8
1676.5,39.4,0.325,1708.8,1401.6,1324.8
1678.5,39.4,0.226,1708.8,1401.6,1324.8
1680.5,39.4,0.305,2016.0,1401.6,1324.8
1682.5,39.4,0.226,1708.8,1401.6,1324.8
1684.5,39.4,0.286,1900.8,1401.6,1324.8
1686.5,39.4,0.286,1708.8,1401.6,1324.8
1688.5,39.4,0.246,1708.8,1401.6,1324.8
1690.5,39.4,0.032,1900.8,1401.6,1324.8
1692.5,39.4,0.285,1708.8,1401.6,1324.8
1694.5,39.4,0.206,2016.0,1401.6,1324.8
1696.5,39.4,0.758,1708.8,1401.6,1324.8
1698.51,39.4,0.131,1708.8,1401.6,1324.8
1700.51,39.4,0.028,1708.8,1401.6,1324.8
1702.51,39.4,0.071,1708.8,1401.6,1324.8
1704.51,39.4,0.028,1708.8,1401.6,1324.8
1706.51,39.4,0.206,2016.0,1401.6,1324.8
1708.51,39.4,0.266,2016.0,1401.6,1324.8
1710.51,39.4,0.107,1708.8,1401.6,1324.8
1712.51,39.4,0.167,2016.0,1401.6,1324.8
1714.51,39.4,1.11,1708.8,1401.6,1324.8
1716.51,39.4,0.032,1708.8,1401.6,1324.8
1718.51,39.4,0.167,1708.8,1401.6,1324.8
1720.51,39.4,0.147,1708.8,1401.6,1324.8
1722.51,39.4,0.048,1900.8,1401.6,1324.8
1724.51,39.4,1.11,1708.8,1401.6,1324.8
1726.51,39.4,0.032,1708.8,1401.6,1324.8
1728.51,39.4,0.246,1708.8,1401.6,1324.8
1730.51,39.4,0.166,1708.8,1401.6,1324.8
1732.51,39.4,0.167,1708.8,1401.6,1324.8
1734.52,39.4,0.147,1708.8,1401.6,1324.8
1736.52,39.4,0.246,2016.0,1401.6,1324.8
1738.52,39.4,0.186,2016.0,1401.6,1324.8
1740.52,39.4,1.287,1708.8,1401.6,1324.8
1742.52,39.4,0.048,1708.8,1401.6,1324.8
1744.52,39.4,0.052,1708.8,1190.4,1324.8
1746.52,39.4,0.111,1708.8,1401.6,1324.8
1748.52,39.4,0.167,2016.0,1401.6,1324.8
1750.52,39.4,0.187,1900.8,1401.6,1324.8
1752.52,39.4,0.266,1708.8,1401.6,1324.8
1754.52,39.4,0.187,1708.8,1401.6,1324.8
1756.52,39.4,0.206,1708.8,1401.6,1324.8
1758.52,39.4,0.206,1708.8,1401.6,1324.8
1760.52,39.4,0.226,1708.8,1401.6,1324.8
1762.52,39.4,0.111,1900.8,1401.6,1324.8
1764.52,39.4,0.266,1708.8,1401.6,1324.8
1766.53,39.4,0.167,1900.8,1401.6,1324.8
1768.53,39.4,0.226,2016.0,1401.6,1324.8
1770.53,39.4,0.366,1708.8,1401.6,1324.8
1772.53,39.4,0.187,1708.8,1401.6,1324.8
1774.53,39.4,0.032,1708.8,1401.6,1324.8
1776.53,39.4,0.087,2016.0,1401.6,1324.8
1778.53,39.4,0.091,1900.8,1401.6,1324.8
1780.53,39.4,0.366,1708.8,1401.6,1324.8
1782.53,39.4,1.252,1708.8,1401.6,1324.8
1784.53,39.4,1.525,1708.8,1401.6,1324.8
1786.53,39.4,0.147,2016.0,1401.6,1324.8
1788.53,39.4,0.091,1708.8,1401.6,1324.8
1790.53,39.4,0.131,1708.8,1401.6,1324.8
1792.53,39.4,0.266,1708.8,1401.6,1324.8
1794.53,39.4,0.187,1708.8,1401.6,1324.8
1796.54,39.4,1.268,1708.8,1401.6,1324.8
1798.54,39.4,0.187,1708.8,1401.6,1324.8
