Time(s),Temp(C),Power(W),Gov_Memory(KB)
199.8,41.0,4.639,0.0
201.23,41.0,4.503,0.0
202.63,41.1,4.306,0.0
204.31,41.1,4.382,0.0
205.31,41.1,4.365,0.0
206.67,41.1,4.416,0.0
207.67,41.1,4.374,0.0
208.67,41.1,4.36,0.0
209.67,41.1,4.306,0.0
210.79,41.3,4.475,0.0
213.38,41.3,4.32,0.0
214.38,41.3,4.47,0.0
215.9,41.3,4.469,0.0
217.3,41.3,4.341,0.0
218.3,41.3,4.301,0.0
220.4,41.3,4.471,0.0
222.36,41.3,4.479,0.0
223.36,41.4,4.404,0.0
224.36,41.4,4.608,0.0
225.36,41.4,4.542,0.0
226.37,41.4,4.579,0.0
227.81,41.4,4.277,0.0
229.08,41.4,4.548,0.0
230.08,41.4,4.412,0.0
231.59,41.4,4.5,0.0
232.59,41.4,4.509,0.0
233.59,41.6,4.582,0.0
234.93,41.6,4.581,0.0
235.93,41.6,4.427,0.0
237.19,41.6,4.541,0.0
238.45,41.6,4.78,0.0
239.45,41.6,4.211,0.0
240.45,41.6,4.447,0.0
241.66,41.6,4.484,0.0
243.1,41.7,4.236,0.0
244.1,41.7,4.376,0.0
247.03,41.7,4.252,0.0
248.51,41.7,4.283,0.0
249.51,41.7,4.232,0.0
251.27,41.7,4.232,0.0
252.27,41.7,4.325,0.0
253.27,41.8,4.356,0.0
255.35,41.8,4.32,0.0
256.76,41.8,4.434,0.0
257.76,41.8,4.289,0.0
258.76,41.8,4.396,0.0
259.76,41.8,4.38,0.0
260.76,41.8,4.339,0.0
261.83,41.9,4.543,0.0
263.93,41.9,4.539,0.0
264.93,41.9,4.489,0.0
265.98,41.9,4.444,0.0
268.47,41.9,4.505,0.0
269.47,41.9,4.356,0.0
270.73,41.9,4.405,0.0
271.73,41.9,4.489,0.0
272.74,42.0,4.467,0.0
273.74,42.0,4.171,0.0
274.74,42.0,4.305,0.0
276.1,42.0,4.144,0.0
277.21,42.0,4.27,0.0
278.21,42.0,4.257,0.0
279.21,42.0,4.433,0.0
280.21,42.0,4.244,0.0
281.21,42.0,4.432,0.0
282.21,42.0,4.669,0.0
283.21,42.1,4.395,0.0
284.94,42.1,4.581,0.0
287.47,42.1,4.504,0.0
289.13,42.1,4.446,0.0
290.13,42.1,4.448,0.0
291.13,42.1,4.615,0.0
292.39,42.1,4.49,0.0
293.39,42.2,4.469,0.0
294.52,42.2,4.536,0.0
295.52,42.2,4.406,0.0
297.29,42.2,4.32,0.0
299.31,42.2,4.228,0.0
